Ticket ID,Ticket Type,Ticket Class,Base Price,Age,Discount Category,Final Price,Journey Status,Refund Request,Delay Reason,Payment Method,Method,Start Station,End Station,Journey Date,Gender
TKT1003825,7 Days,Standard,40,56,Adult,40.0,Cancelled,Yes,,Apple Pay,Ticket Office,Qasr Al Hokm,Sulaimaniah,2024-12-06,Male
TKT1003826,1 Month,Standard,140,53,Adult,140.0,On Time,No,,Card,Darb App,Al Dhubab,Princess Nourah University,2025-04-16,Female
TKT1003827,7 Days,Standard,40,38,Adult,40.0,On Time,No,,Card,Darb App,Qasr Al Hokm,Princess Nourah University,2025-02-08,Female
TKT1003828,7 Days,First Class,100,42,Adult,100.0,On Time,No,,Card,Darb App,KSU,Qasr Al Hokm,2025-01-23,Female
TKT1003829,1 Month,First Class,350,78,Senior,175.0,Delayed,No,Maintenance,Apple Pay,Gate Payment,Manfouha,KSU,2025-03-08,Male
TKT1003830,7 Days,Standard,40,67,Senior,20.0,Cancelled,Yes,,Apple Pay,TVM,Al Murabba,National Museum,2025-04-23,Female
TKT1003831,3 Days,Standard,20,38,Adult,20.0,On Time,No,,Card,Ticket Office,Manfouha,Imam University,2025-02-21,Male
TKT1003832,1 Month,Standard,140,77,Senior,70.0,Delayed,No,Maintenance,Apple Pay,Gate Payment,Ad Dar Al Baida,KAFD,2025-01-18,Female
TKT1003833,1 Month,Standard,140,6,Child,0.0,Delayed,No,Technical Issue,Cash,Ticket Office,King Fahad District 2,Al Muruj,2025-01-23,Female
TKT1003834,7 Days,First Class,100,4,Child,0.0,Cancelled,Yes,,Card,Darb App,Al Nuzha,Olaya,2025-01-31,Female
TKT1003835,7 Days,Standard,40,55,Adult,40.0,On Time,No,,Card,Darb App,King Fahad District 2,Al Murabba,2025-01-20,Male
TKT1003836,1 Month,First Class,350,51,Adult,350.0,Delayed,No,Technical Issue,Apple Pay,Ticket Office,Al Yarmouk,Al Muruj,2025-02-23,Female
TKT1003837,2 Hours,Standard,4,2,Child,0.0,On Time,No,,Apple Pay,TVM,STC,Al Rabi,2025-04-12,Male
TKT1003838,7 Days,Standard,40,14,School Student,20.0,Cancelled,Yes,,Card,Darb App,Al Dooh,STC,2025-04-09,Male
TKT1003839,3 Days,Standard,20,2,Child,0.0,Cancelled,Yes,,Apple Pay,Ticket Office,Manfouha,Imam University,2025-05-03,Female
TKT1003840,1 Month,Standard,140,16,School Student,70.0,On Time,No,,Card,Ticket Office,Al Muruj,Al Dhubab,2025-02-17,Female
TKT1003841,7 Days,Standard,40,59,Adult,40.0,On Time,No,,Card,Gate Payment,Al Yarmouk,Olaya,2025-02-21,Female
TKT1003842,2 Hours,First Class,10,15,School Student,5.0,On Time,No,,Cash,TVM,Ghornata,West Station,2024-12-21,Male
TKT1003843,2 Hours,Standard,4,43,Adult,4.0,Delayed,No,Technical Issue,Card,Ticket Office,Al Dooh,Al Dhubab,2025-01-26,Male
TKT1003844,1 Month,First Class,350,43,Adult,350.0,Delayed,No,Maintenance,Apple Pay,Darb App,KAFD,Ad Dar Al Baida,2025-02-22,Female
TKT1003845,1 Month,First Class,350,7,School Student,175.0,On Time,No,,Card,Gate Payment,Al Worood,Al Murabba,2025-04-19,Female
TKT1003846,3 Days,Standard,20,11,School Student,10.0,On Time,No,,Card,Gate Payment,Al Yarmouk,Bank Albilad,2024-12-27,Female
TKT1003847,7 Days,First Class,100,65,Senior,50.0,Delayed,No,Maintenance,Apple Pay,Ticket Office,King Saud,West Station,2025-02-18,Female
TKT1003848,3 Days,First Class,50,15,School Student,25.0,Cancelled,Yes,,Card,Darb App,Bank Albilad,Imam University,2024-12-01,Male
TKT1003849,7 Days,First Class,100,46,Adult,100.0,Delayed,No,Technical Issue,Card,Ticket Office,Al Yarmouk,KAFD,2025-04-23,Female
TKT1003850,1 Month,Standard,140,79,Senior,70.0,Cancelled,Yes,,Apple Pay,Gate Payment,West Station,Al Worood,2024-12-24,Male
TKT1003851,3 Days,First Class,50,51,Adult,50.0,Delayed,No,Maintenance,Apple Pay,Gate Payment,Ad Dar Al Baida,Al Batha,2025-02-04,Male
TKT1003852,7 Days,Standard,40,43,Adult,40.0,Cancelled,Yes,,Cash,TVM,KSU,National Museum,2024-12-10,Male
TKT1003853,3 Days,Standard,20,75,Senior,10.0,On Time,No,,Cash,TVM,Al Dhubab,King Fahad Library,2025-02-22,Female
TKT1003854,7 Days,Standard,40,10,School Student,20.0,Cancelled,Yes,,Apple Pay,Ticket Office,King Fahad Library,Al Dooh,2025-02-22,Female
TKT1003855,1 Month,First Class,350,11,School Student,175.0,Delayed,No,Technical Issue,Apple Pay,Ticket Office,Al Worood,Al Dhubab,2025-03-15,Male
TKT1003856,2 Hours,First Class,10,79,Senior,5.0,On Time,No,,Apple Pay,Gate Payment,King Saud,Bank Albilad,2025-02-05,Male
TKT1003857,7 Days,First Class,100,58,Adult,100.0,Delayed,No,Technical Issue,Apple Pay,Darb App,National Museum,Al Dooh,2024-12-30,Female
TKT1003858,3 Days,Standard,20,67,Senior,10.0,Delayed,No,Technical Issue,Card,Ticket Office,Al Rabi,Al Dooh,2025-03-25,Female
TKT1003859,7 Days,Standard,40,46,Adult,40.0,Cancelled,Yes,,Apple Pay,Darb App,Al Worood,Olaya,2025-05-02,Female
TKT1003860,1 Month,Standard,140,2,Child,0.0,Cancelled,Yes,,Apple Pay,Gate Payment,Al Muruj,Ad Dar Al Baida,2025-02-22,Female
TKT1003861,1 Month,Standard,140,32,Adult,140.0,Delayed,No,Technical Issue,Cash,TVM,Al Dhubab,Ad Dar Al Baida,2025-03-16,Female
TKT1003862,3 Days,Standard,20,62,Senior,10.0,On Time,No,,Apple Pay,Darb App,Al Oruba,Alinma,2025-02-22,Male
TKT1003863,1 Month,First Class,350,24,University Student,175.0,Cancelled,Yes,,Apple Pay,Gate Payment,Bank Albilad,Al Nuzha,2025-02-16,Female
TKT1003864,3 Days,First Class,50,7,School Student,25.0,On Time,No,,Card,TVM,Al Worood,Imam University,2025-04-12,Male
TKT1003865,2 Hours,Standard,4,16,School Student,2.0,Delayed,No,Maintenance,Apple Pay,TVM,STC,King Fahad Library,2025-04-29,Male
TKT1003866,7 Days,Standard,40,3,Child,0.0,Cancelled,Yes,,Card,Gate Payment,Al Rabi,KAFD,2024-12-25,Female
TKT1003867,2 Hours,Standard,4,23,University Student,2.0,On Time,No,,Apple Pay,Ticket Office,Imam University,Al Worood,2025-01-01,Male
TKT1003868,1 Month,First Class,350,39,Adult,350.0,Delayed,No,Technical Issue,Apple Pay,Darb App,STC,Bank Albilad,2024-12-07,Female
TKT1003869,7 Days,First Class,100,1,Child,0.0,Cancelled,Yes,,Cash,TVM,Al Rabi,STC,2025-02-21,Female
TKT1003870,1 Month,Standard,140,32,Adult,140.0,On Time,No,,Card,Gate Payment,KSU,National Museum,2024-12-15,Female
TKT1003871,7 Days,First Class,100,35,Adult,100.0,Delayed,No,Technical Issue,Cash,TVM,Sulaimaniah,Al Rabi,2025-02-22,Male
TKT1003872,3 Days,Standard,20,68,Senior,10.0,Delayed,No,Maintenance,Card,Gate Payment,King Fahad Library,Al Muruj,2024-12-24,Male
TKT1003873,2 Hours,Standard,4,49,Adult,4.0,Delayed,No,Technical Issue,Card,Gate Payment,Al Muruj,Manfouha,2025-03-07,Male
TKT1003874,2 Hours,First Class,10,40,Adult,10.0,Delayed,No,Maintenance,Apple Pay,Gate Payment,Ghornata,Qasr Al Hokm,2025-02-22,Female
TKT1003875,7 Days,Standard,40,60,Senior,20.0,Delayed,No,Maintenance,Apple Pay,Darb App,Bank Albilad,Al Worood,2025-01-15,Female
TKT1003876,1 Month,Standard,140,8,School Student,70.0,Cancelled,Yes,,Apple Pay,Darb App,STC,King Fahad District 2,2025-03-25,Male
TKT1003877,1 Month,Standard,140,52,Adult,140.0,Delayed,No,Maintenance,Card,Darb App,SABB,Al Batha,2025-01-13,Male
TKT1003878,1 Month,Standard,140,60,Senior,70.0,On Time,No,,Apple Pay,Gate Payment,KSU,King Fahad District,2025-03-08,Female
TKT1003879,7 Days,Standard,40,53,Adult,40.0,Delayed,No,Maintenance,Apple Pay,Gate Payment,Imam University,Manfouha,2025-02-22,Male
TKT1003880,7 Days,Standard,40,5,Child,0.0,Delayed,No,Technical Issue,Card,Darb App,Al Muruj,Imam University,2025-02-22,Female
TKT1003881,2 Hours,First Class,10,75,Senior,5.0,On Time,No,,Card,TVM,Al Dooh,King Fahad District 2,2025-01-01,Male
TKT1003882,3 Days,First Class,50,32,Adult,50.0,On Time,No,,Apple Pay,Gate Payment,Al Murabba,Olaya,2024-12-12,Female
TKT1003883,1 Month,First Class,350,49,Adult,350.0,Cancelled,Yes,,Apple Pay,Darb App,Princess Nourah University,Al Dooh,2025-04-03,Female
TKT1003884,1 Month,Standard,140,30,University Student,70.0,On Time,No,,Card,TVM,Al Batha,KSU,2024-12-24,Male
TKT1003885,2 Hours,Standard,4,10,School Student,2.0,Delayed,No,Maintenance,Apple Pay,TVM,Olaya,SABB,2025-03-08,Female
TKT1003886,2 Hours,Standard,4,51,Adult,4.0,On Time,No,,Card,Darb App,Ghornata,Al Batha,2025-02-12,Male
TKT1003887,2 Hours,Standard,4,20,University Student,2.0,Cancelled,Yes,,Card,Darb App,STC,Al Batha,2025-01-09,Female
TKT1003888,7 Days,Standard,40,60,Senior,20.0,Delayed,No,Technical Issue,Apple Pay,Ticket Office,King Fahad Library,Bank Albilad,2025-01-07,Female
TKT1003889,2 Hours,Standard,4,30,University Student,2.0,On Time,No,,Card,Darb App,Al Aziziyah,Al Rabi,2024-12-10,Female
TKT1003890,1 Month,Standard,140,10,School Student,70.0,Delayed,No,Technical Issue,Apple Pay,TVM,Al Yarmouk,Qasr Al Hokm,2025-02-26,Female
TKT1003891,1 Month,First Class,350,67,Senior,175.0,Cancelled,Yes,,Card,Darb App,Ministry of Interior,Bank Albilad,2025-02-22,Male
TKT1003892,7 Days,Standard,40,38,Adult,40.0,Cancelled,Yes,,Apple Pay,Darb App,Al Aziziyah,King Fahad Library,2025-01-11,Female
TKT1003893,2 Hours,Standard,4,77,Senior,2.0,On Time,No,,Card,Gate Payment,Manfouha,Qasr Al Hokm,2025-03-01,Female
TKT1003894,2 Hours,Standard,4,39,Adult,4.0,On Time,No,,Apple Pay,Darb App,Alinma,Al Batha,2025-03-17,Female
TKT1003895,3 Days,Standard,20,42,Adult,20.0,Cancelled,Yes,,Apple Pay,TVM,Manfouha,KKIA,2025-04-12,Female
TKT1003896,1 Month,First Class,350,55,Adult,350.0,Delayed,No,Maintenance,Card,TVM,Al Nuzha,Al Muruj,2024-12-14,Female
TKT1003897,2 Hours,Standard,4,80,Senior,2.0,Delayed,No,Maintenance,Card,TVM,King Fahad District,SABB,2025-04-11,Female
TKT1003898,2 Hours,First Class,10,75,Senior,5.0,Delayed,No,Technical Issue,Apple Pay,TVM,Alinma,Al Batha,2025-04-12,Female
TKT1003899,1 Month,Standard,140,22,University Student,70.0,Delayed,No,Maintenance,Cash,Ticket Office,Ministry of Interior,Ad Dar Al Baida,2025-03-26,Male
TKT1003900,3 Days,First Class,50,18,School Student,25.0,Delayed,No,Technical Issue,Apple Pay,Ticket Office,Ad Dar Al Baida,Bank Albilad,2025-03-19,Male
TKT1003901,3 Days,First Class,50,35,Adult,50.0,Cancelled,Yes,,Apple Pay,Gate Payment,Imam University,West Station,2025-02-22,Female
TKT1003902,3 Days,Standard,20,20,University Student,10.0,Cancelled,Yes,,Apple Pay,Gate Payment,Manfouha,KKIA,2025-03-10,Female
TKT1003903,1 Month,Standard,140,46,Adult,140.0,On Time,No,,Cash,Ticket Office,King Fahad District 2,Olaya,2025-02-22,Male
TKT1003904,3 Days,First Class,50,1,Child,0.0,Cancelled,Yes,,Apple Pay,Darb App,Al Aziziyah,SABB,2025-04-29,Female
TKT1003905,3 Days,Standard,20,1,Child,0.0,On Time,No,,Apple Pay,Ticket Office,Al Batha,West Station,2025-01-13,Male
TKT1003906,7 Days,Standard,40,77,Senior,20.0,Delayed,No,Maintenance,Apple Pay,TVM,Al Oruba,King Saud,2024-12-19,Female
TKT1003907,1 Month,Standard,140,63,Senior,70.0,Delayed,No,Technical Issue,Apple Pay,Darb App,Sulaimaniah,Alinma,2025-03-13,Male
TKT1003908,2 Hours,Standard,4,53,Adult,4.0,Cancelled,Yes,,Apple Pay,Ticket Office,KAFD,Qasr Al Hokm,2024-12-02,Male
TKT1003909,2 Hours,Standard,4,43,Adult,4.0,Cancelled,Yes,,Card,Darb App,King Fahad District 2,Al Dhubab,2025-02-22,Male
TKT1003910,1 Month,First Class,350,6,Child,0.0,Delayed,No,Maintenance,Card,Darb App,Ad Dar Al Baida,Bank Albilad,2025-04-26,Female
TKT1003911,7 Days,Standard,40,63,Senior,20.0,Cancelled,Yes,,Card,TVM,Bank Albilad,King Saud,2025-03-20,Female
TKT1003912,2 Hours,Standard,4,53,Adult,4.0,On Time,No,,Card,Darb App,Bank Albilad,Al Murabba,2024-12-20,Male
TKT1003913,1 Month,First Class,350,25,University Student,175.0,On Time,No,,Apple Pay,Ticket Office,Al Muruj,Al Aziziyah,2025-02-22,Male
TKT1003914,7 Days,Standard,40,57,Adult,40.0,Cancelled,Yes,,Apple Pay,Gate Payment,SABB,King Saud,2025-04-17,Female
TKT1003915,2 Hours,Standard,4,48,Adult,4.0,Cancelled,Yes,,Card,Gate Payment,Al Murabba,Al Yarmouk,2024-12-26,Female
TKT1003916,3 Days,First Class,50,49,Adult,50.0,On Time,No,,Apple Pay,Darb App,KAFD,King Fahad Library,2025-03-01,Female
TKT1003917,1 Month,Standard,140,48,Adult,140.0,On Time,No,,Card,Gate Payment,Al Muruj,KKIA,2025-02-23,Male
TKT1003918,1 Month,First Class,350,44,Adult,350.0,On Time,No,,Apple Pay,Gate Payment,Al Dhubab,Princess Nourah University,2025-02-22,Female
TKT1003919,7 Days,Standard,40,43,Adult,40.0,Cancelled,Yes,,Card,Ticket Office,Qasr Al Hokm,Sulaimaniah,2025-01-29,Female
TKT1003920,3 Days,First Class,50,1,Child,0.0,Delayed,No,Maintenance,Apple Pay,TVM,King Fahad Library,Alinma,2025-03-01,Male
TKT1003921,7 Days,First Class,100,63,Senior,50.0,Cancelled,Yes,,Apple Pay,TVM,Ministry of Interior,Al Dooh,2024-12-26,Male
TKT1003922,2 Hours,Standard,4,3,Child,0.0,On Time,No,,Cash,Ticket Office,Al Dhubab,Bank Albilad,2025-04-08,Female
TKT1003923,7 Days,First Class,100,75,Senior,50.0,On Time,No,,Card,Darb App,King Fahad District 2,Bank Albilad,2025-04-06,Male
TKT1003924,7 Days,Standard,40,23,University Student,20.0,On Time,No,,Cash,Ticket Office,Ad Dar Al Baida,Alinma,2025-04-10,Female
TKT1003925,3 Days,First Class,50,65,Senior,25.0,Delayed,No,Technical Issue,Card,Gate Payment,Ministry of Interior,Al Dooh,2025-02-22,Female
TKT1003926,7 Days,First Class,100,55,Adult,100.0,Cancelled,Yes,,Card,Ticket Office,SABB,Al Muruj,2025-03-31,Male
TKT1003927,2 Hours,Standard,4,35,Adult,4.0,Delayed,No,Maintenance,Card,Ticket Office,Al Aziziyah,King Fahad District 2,2025-02-21,Male
TKT1003928,3 Days,Standard,20,47,Adult,20.0,Delayed,No,Maintenance,Card,Gate Payment,Ministry of Interior,KAFD,2025-03-06,Female
TKT1003929,7 Days,First Class,100,78,Senior,50.0,Cancelled,Yes,,Apple Pay,TVM,Al Dhubab,National Museum,2024-12-15,Female
TKT1003930,3 Days,First Class,50,69,Senior,25.0,On Time,No,,Apple Pay,Gate Payment,Al Oruba,Al Nuzha,2025-01-17,
TKT1003931,3 Days,First Class,50,42,Adult,50.0,Delayed,No,Maintenance,Card,Darb App,KKIA,National Museum,2025-02-22,Male
TKT1003932,7 Days,Standard,40,24,University Student,20.0,On Time,No,,Apple Pay,Darb App,West Station,Al Muruj,2025-03-12,Male
TKT1003933,3 Days,First Class,50,56,Adult,50.0,Cancelled,Yes,,Apple Pay,Ticket Office,Ad Dar Al Baida,Al Muruj,2025-04-29,Female
TKT1003934,2 Hours,First Class,10,7,School Student,5.0,Delayed,No,Maintenance,Apple Pay,Gate Payment,Al Worood,National Museum,2025-01-29,Male
TKT1003935,3 Days,First Class,50,3,Child,0.0,Delayed,No,Maintenance,Apple Pay,Gate Payment,Manfouha,Al Aziziyah,2025-04-10,Female
TKT1003936,3 Days,Standard,20,72,Senior,10.0,On Time,No,,Apple Pay,Gate Payment,Ministry of Interior,Al Yarmouk,2025-02-17,Male
TKT1003937,7 Days,Standard,40,10,School Student,20.0,Cancelled,Yes,,Cash,TVM,Qasr Al Hokm,West Station,2025-04-10,Male
TKT1003938,1 Month,Standard,140,15,School Student,70.0,On Time,No,,Card,TVM,Al Yarmouk,Alinma,2025-02-05,Male
TKT1003939,1 Month,First Class,350,9,School Student,175.0,On Time,No,,Cash,TVM,STC,Manfouha,2025-03-01,Male
TKT1003940,3 Days,Standard,20,11,School Student,10.0,On Time,No,,Card,Ticket Office,Al Rabi,Ministry of Interior,2025-04-29,Female
TKT1003941,3 Days,First Class,50,65,Senior,25.0,Delayed,No,Technical Issue,Card,TVM,Al Nuzha,Al Yarmouk,2024-12-09,Male
TKT1003942,7 Days,Standard,40,47,Adult,40.0,Cancelled,Yes,,Card,Darb App,Al Yarmouk,Al Dhubab,2025-05-03,Female
TKT1003943,7 Days,First Class,100,3,Child,0.0,Cancelled,Yes,,Card,Darb App,King Fahad District,KKIA,2025-03-17,Female
TKT1003944,7 Days,Standard,40,61,Senior,20.0,Delayed,No,Maintenance,Card,Ticket Office,Al Rabi,KSU,2025-02-22,Male
TKT1003945,1 Month,First Class,350,52,Adult,350.0,Delayed,No,Maintenance,Apple Pay,Darb App,Ad Dar Al Baida,King Fahad District 2,2025-04-08,Female
TKT1003946,3 Days,First Class,50,26,University Student,25.0,Cancelled,Yes,,Cash,TVM,Olaya,Manfouha,2025-04-06,Female
TKT1003947,7 Days,First Class,100,13,School Student,50.0,On Time,No,,Cash,TVM,Olaya,Ghornata,2025-03-29,Male
TKT1003948,7 Days,First Class,100,52,Adult,100.0,On Time,No,,Card,Gate Payment,Al Nuzha,Al Worood,2024-12-02,Male
TKT1003949,3 Days,Standard,20,60,Senior,10.0,Cancelled,Yes,,Apple Pay,Darb App,Al Dooh,Al Yarmouk,2024-12-28,Female
TKT1003950,2 Hours,First Class,10,3,Child,0.0,Cancelled,Yes,,Apple Pay,Gate Payment,Al Muruj,Al Yarmouk,2025-01-14,Male
TKT1003951,3 Days,First Class,50,46,Adult,50.0,Cancelled,Yes,,Cash,TVM,King Fahad Library,King Saud,2025-03-15,Female
TKT1003952,7 Days,First Class,100,1,Child,0.0,Cancelled,Yes,,Card,Ticket Office,Qasr Al Hokm,SABB,2025-04-14,Male
TKT1003953,7 Days,Standard,40,77,Senior,20.0,On Time,No,,Card,Darb App,Ministry of Interior,King Fahad District 2,2024-12-27,Male
TKT1003954,3 Days,First Class,50,41,Adult,50.0,On Time,No,,Apple Pay,Gate Payment,Ministry of Interior,KKIA,2025-02-22,Male
TKT1003955,2 Hours,Standard,4,36,Adult,4.0,Cancelled,Yes,,Card,Darb App,Bank Albilad,Qasr Al Hokm,2025-02-05,Male
TKT1003956,3 Days,Standard,20,70,Senior,10.0,Delayed,No,Maintenance,Apple Pay,Darb App,SABB,West Station,2025-01-20,Female
TKT1003957,7 Days,Standard,40,6,Child,0.0,On Time,No,,Card,TVM,Al Aziziyah,Al Yarmouk,2025-01-18,Male
TKT1003958,1 Month,First Class,350,73,Senior,175.0,Delayed,No,Maintenance,Apple Pay,Ticket Office,Sulaimaniah,Alinma,2025-01-30,Male
TKT1003959,1 Month,Standard,140,60,Senior,70.0,Cancelled,Yes,,Card,Gate Payment,Al Murabba,Bank Albilad,2024-12-20,Male
TKT1003960,2 Hours,Standard,4,20,University Student,2.0,On Time,No,,Card,Darb App,STC,Al Murabba,2024-12-05,Male
TKT1003961,3 Days,Standard,20,74,Senior,10.0,On Time,No,,Cash,Ticket Office,Al Worood,KAFD,2025-02-22,Male
TKT1003962,1 Month,First Class,350,78,Senior,175.0,On Time,No,,Card,Darb App,Al Batha,Al Yarmouk,2025-04-07,Female
TKT1003963,3 Days,First Class,50,4,Child,0.0,On Time,No,,Card,TVM,Manfouha,Al Oruba,2024-12-19,Female
TKT1003964,2 Hours,Standard,4,12,School Student,2.0,Delayed,No,Maintenance,Card,Darb App,Olaya,Alinma,2025-01-21,Male
TKT1003965,3 Days,Standard,20,42,Adult,20.0,On Time,No,,Card,TVM,Al Nuzha,Al Aziziyah,2025-02-22,Male
TKT1003966,2 Hours,Standard,4,29,University Student,2.0,Cancelled,Yes,,Card,Darb App,Al Aziziyah,KKIA,2025-02-22,Female
TKT1003967,3 Days,Standard,20,17,School Student,10.0,Cancelled,Yes,,Card,Darb App,Al Oruba,Ad Dar Al Baida,2024-12-27,Male
TKT1003968,3 Days,Standard,20,78,Senior,10.0,Delayed,No,Technical Issue,Cash,Ticket Office,Al Dhubab,Qasr Al Hokm,2025-01-01,Male
TKT1003969,1 Month,Standard,140,76,Senior,70.0,Delayed,No,Maintenance,Card,Gate Payment,King Fahad Library,King Fahad District 2,2025-02-06,Male
TKT1003970,7 Days,First Class,100,54,Adult,100.0,On Time,No,,Apple Pay,Ticket Office,King Fahad Library,Ghornata,2025-04-11,Female
TKT1003971,3 Days,First Class,50,72,Senior,25.0,On Time,No,,Card,Ticket Office,National Museum,Al Rabi,2024-12-14,Female
TKT1003972,3 Days,First Class,50,74,Senior,25.0,On Time,No,,Apple Pay,Gate Payment,Al Dooh,Al Batha,2025-04-04,Male
TKT1003973,7 Days,First Class,100,61,Senior,50.0,On Time,No,,Apple Pay,TVM,Al Yarmouk,West Station,2025-04-16,Female
TKT1003974,3 Days,First Class,50,71,Senior,25.0,Delayed,No,Maintenance,Apple Pay,Darb App,Princess Nourah University,Al Yarmouk,2025-03-21,Female
TKT1003975,7 Days,Standard,40,33,Adult,40.0,Cancelled,Yes,,Cash,Ticket Office,Ministry of Interior,Bank Albilad,2025-03-06,Male
TKT1003976,2 Hours,First Class,10,28,University Student,5.0,On Time,No,,Apple Pay,Ticket Office,Al Dooh,STC,2024-12-07,Female
TKT1003977,2 Hours,First Class,10,25,University Student,5.0,On Time,No,,Card,TVM,Ad Dar Al Baida,Sulaimaniah,2025-01-25,Male
TKT1003978,1 Month,Standard,140,29,University Student,70.0,Cancelled,Yes,,Card,Gate Payment,Al Murabba,Qasr Al Hokm,2025-01-31,Male
TKT1003979,7 Days,Standard,40,64,Senior,20.0,On Time,No,,Apple Pay,Gate Payment,SABB,West Station,2025-02-21,Female
TKT1003980,3 Days,First Class,50,49,Adult,50.0,Delayed,No,Maintenance,Cash,TVM,Manfouha,KKIA,2025-04-27,Female
TKT1003981,2 Hours,First Class,10,54,Adult,10.0,Delayed,No,Technical Issue,Apple Pay,Darb App,National Museum,King Fahad Library,2025-01-30,Female
TKT1003982,7 Days,First Class,100,79,Senior,50.0,Cancelled,Yes,,Apple Pay,Gate Payment,Bank Albilad,King Fahad Library,2025-03-29,Female
TKT1003983,3 Days,Standard,20,40,Adult,20.0,On Time,No,,Apple Pay,Darb App,Bank Albilad,KKIA,2025-04-14,Male
TKT1003984,3 Days,Standard,20,71,Senior,10.0,Cancelled,Yes,,Card,Darb App,KAFD,Alinma,2025-02-22,Female
TKT1003985,7 Days,Standard,40,11,School Student,20.0,Delayed,No,Maintenance,Card,TVM,Ad Dar Al Baida,STC,2025-04-09,Male
TKT1003986,1 Month,First Class,350,43,Adult,350.0,On Time,No,,Apple Pay,Ticket Office,STC,Al Muruj,2025-02-22,Male
TKT1003987,1 Month,Standard,140,53,Adult,140.0,On Time,No,,Apple Pay,Gate Payment,Qasr Al Hokm,Al Muruj,2025-04-06,Male
TKT1003988,2 Hours,First Class,10,62,Senior,5.0,On Time,No,,Apple Pay,Darb App,West Station,Al Rabi,2025-01-17,Male
TKT1003989,3 Days,Standard,20,41,Adult,20.0,On Time,No,,Apple Pay,Ticket Office,Al Batha,Al Oruba,2024-12-28,Female
TKT1003990,2 Hours,Standard,4,79,Senior,2.0,Cancelled,Yes,,Apple Pay,Gate Payment,Al Nuzha,Imam University,2025-01-20,Male
TKT1003991,2 Hours,Standard,4,46,Adult,4.0,Delayed,No,Maintenance,Apple Pay,Darb App,Ad Dar Al Baida,Qasr Al Hokm,2025-03-10,
TKT1003992,3 Days,Standard,20,37,Adult,20.0,Cancelled,Yes,,Card,Ticket Office,Al Dhubab,KKIA,2025-02-11,Male
TKT1003993,1 Month,First Class,350,16,School Student,175.0,Delayed,No,Technical Issue,Apple Pay,TVM,KSU,Princess Nourah University,2025-03-28,Male
TKT1003994,3 Days,First Class,50,29,University Student,25.0,Delayed,No,Technical Issue,Apple Pay,Gate Payment,Ad Dar Al Baida,Al Muruj,2024-12-22,Male
TKT1003995,3 Days,Standard,20,70,Senior,10.0,Cancelled,Yes,,Apple Pay,Darb App,Al Dhubab,Al Worood,2025-02-16,Male
TKT1003996,2 Hours,Standard,4,64,Senior,2.0,Cancelled,Yes,,Apple Pay,Darb App,KSU,Al Muruj,2025-04-02,Male
TKT1003997,2 Hours,First Class,10,6,Child,0.0,Cancelled,Yes,,Card,Gate Payment,Olaya,Al Nuzha,2025-01-19,Male
TKT1003998,2 Hours,First Class,10,48,Adult,10.0,Delayed,No,Maintenance,Apple Pay,Gate Payment,Al Batha,Al Muruj,2025-04-22,Female
TKT1003999,2 Hours,Standard,4,34,Adult,4.0,On Time,No,,Apple Pay,Darb App,Al Aziziyah,KKIA,2025-02-19,Female
